route_uid,route_id,official_stop_count,routable_stop_count,failed_stop_count,route_coverage,geometry_coverage,failure_reason,recoverable,final_status
100100409,421,113,112,0,1.0,PASS,,YES,PASS
100100410,502,132,131,0,1.0,PASS,,YES,PASS
100100412,6001,63,62,0,1.0,PASS,,YES,PASS
100100413,6002,69,68,0,1.0,PASS,,YES,PASS
100100414,6003,54,53,0,1.0,PASS,,YES,PASS
100100415,6004,38,37,0,1.0,PASS,,YES,PASS
100100416,6005,60,59,0,1.0,PASS,,YES,PASS
100100417,6008,57,56,0,1.0,PASS,,YES,PASS
100100418,6011,63,62,0,1.0,PASS,,YES,PASS
100100419,6012,61,60,0,1.0,PASS,,YES,PASS
100100420,6013,64,63,0,1.0,PASS,,YES,PASS
100100421,6014,57,56,0,1.0,PASS,,YES,PASS
100100422,6015,52,51,0,1.0,PASS,,YES,PASS
100100423,6016,63,62,0,1.0,PASS,,YES,PASS
100100425,1122,63,62,0,1.0,PASS,,YES,PASS
100100427,4319,78,77,0,1.0,PASS,,YES,PASS
100100437,771,102,101,0,1.0,PASS,,YES,PASS
100100438,3011,88,87,0,1.0,PASS,,YES,PASS
100100440,700,95,94,0,1.0,PASS,,YES,PASS
100100446,7025,71,70,0,1.0,PASS,,YES,PASS
100100447,7016,106,105,0,1.0,PASS,,YES,PASS
100100448,7013B,80,79,0,1.0,PASS,,YES,PASS
100100449,7013A,78,77,0,1.0,PASS,,YES,PASS
100100450,7011,79,78,0,1.0,PASS,,YES,PASS
100100451,6716,105,104,0,1.0,PASS,,YES,PASS
100100453,6613,81,80,0,1.0,PASS,,YES,PASS
100100454,361,95,94,0,1.0,PASS,,YES,PASS
100100459,440,95,94,0,1.0,PASS,,YES,PASS
100100462,7715,61,60,0,1.0,PASS,,YES,PASS
100100478,3317,42,41,0,1.0,PASS,,YES,PASS
100100495,672,80,79,0,1.0,PASS,,YES,PASS
100100496,333,103,102,0,1.0,PASS,,YES,PASS
100100497,653,56,55,0,1.0,PASS,,YES,PASS
100100498,3318,114,113,0,1.0,PASS,,YES,PASS
100100499,7212,143,142,0,1.0,PASS,,YES,PASS
100100500,4312,86,85,0,1.0,PASS,,YES,PASS
100100501,3319,57,56,0,1.0,PASS,,YES,PASS
100100506,6006,58,57,0,1.0,PASS,,YES,PASS
100100507,6009,75,74,0,1.0,PASS,,YES,PASS
100100508,6300,84,83,0,1.0,PASS,,YES,PASS
100100509,6020,57,56,0,1.0,PASS,,YES,PASS
100100511,760,101,100,0,1.0,PASS,,YES,PASS
100100513,6100,49,48,0,1.0,PASS,,YES,PASS
100100521,6515,112,111,0,1.0,PASS,,YES,PASS
100100522,2016,137,136,0,1.0,PASS,,YES,PASS
100100525,8772,28,27,0,1.0,PASS,,YES,PASS
100100533,6017,61,60,0,1.0,PASS,,YES,PASS
100100537,740,93,92,0,1.0,PASS,,YES,PASS
100100538,6018,59,58,0,1.0,PASS,,YES,PASS
100100549,100,122,121,0,1.0,PASS,,YES,PASS
100100550,662,75,74,0,1.0,PASS,,YES,PASS
100100551,673,104,103,0,1.0,PASS,,YES,PASS
100100552,7739,43,42,0,1.0,PASS,,YES,PASS
100100553,350,97,96,0,1.0,PASS,,YES,PASS
100100564,320,88,87,0,1.0,PASS,,YES,PASS
100100565,750B,76,75,0,1.0,PASS,,YES,PASS
100100566,1115,30,29,0,1.0,PASS,,YES,PASS
100100567,6701,41,40,0,1.0,PASS,,YES,PASS
100100570,6705A,56,55,0,1.0,PASS,,YES,PASS
100100572,6703,50,49,0,1.0,PASS,,YES,PASS
100100573,6702,59,58,0,1.0,PASS,,YES,PASS
100100574,541,123,122,0,1.0,PASS,,YES,PASS
100100576,6516,121,120,0,1.0,PASS,,YES,PASS
100100578,3321,74,73,0,1.0,PASS,,YES,PASS
100100579,3420,89,88,0,1.0,PASS,,YES,PASS
100100583,121,86,85,0,1.0,PASS,,YES,PASS
100100584,6010,71,70,0,1.0,PASS,,YES,PASS
100100585,N37,112,111,0,1.0,PASS,,YES,PASS
100100586,N26,134,133,0,1.0,PASS,,YES,PASS
100100587,705,67,66,0,1.0,PASS,,YES,PASS
100100588,N62,167,166,0,1.0,PASS,,YES,PASS
100100589,N61,188,187,0,1.0,PASS,,YES,PASS
100100591,N30,96,95,0,1.0,PASS,,YES,PASS
100100592,N16,132,131,0,1.0,PASS,,YES,PASS
100100593,N13,146,145,0,1.0,PASS,,YES,PASS
100100595,241,124,123,0,1.0,PASS,,YES,PASS
100100596,400,104,103,0,1.0,PASS,,YES,PASS
100100597,405,87,86,0,1.0,PASS,,YES,PASS
100100598,2115,108,107,0,1.0,PASS,,YES,PASS
100100599,2311,117,116,0,1.0,PASS,,YES,PASS
100100601,6640A,48,47,0,1.0,PASS,,YES,PASS
100100602,6640B,47,46,0,1.0,PASS,,YES,PASS
100100604,4211,74,73,0,1.0,PASS,,YES,PASS
100100605,463,95,94,0,1.0,PASS,,YES,PASS
100100607,9711,80,79,0,1.0,PASS,,YES,PASS
100100609,4425,109,108,0,1.0,PASS,,YES,PASS
100100610,N15,146,145,0,1.0,PASS,,YES,PASS
100100611,2312,105,104,0,1.0,PASS,,YES,PASS
100100612,3426,87,86,0,1.0,PASS,,YES,PASS
100100613,3322,61,60,0,1.0,PASS,,YES,PASS
100900002,종로13,36,35,0,1.0,PASS,,YES,PASS
100900003,종로09,19,18,0,1.0,PASS,,YES,PASS
100900004,종로07,20,19,0,1.0,PASS,,YES,PASS
100900005,종로08,31,30,0,1.0,PASS,,YES,PASS
100900006,종로01,22,21,0,1.0,PASS,,YES,PASS
100900007,종로11,20,19,0,1.0,PASS,,YES,PASS
100900008,종로02,27,26,0,1.0,PASS,,YES,PASS
100900009,종로12,16,15,0,1.0,PASS,,YES,PASS
100900010,종로03,30,29,0,1.0,PASS,,YES,PASS
100900011,종로05,28,27,0,1.0,PASS,,YES,PASS
100900012,서대문08,19,18,0,1.0,PASS,,YES,PASS
101000005,심야A21,44,43,0,1.0,PASS,,YES,PASS
101000006,상암A21,8,7,0,1.0,PASS,,YES,PASS
101000009,새벽A148,41,40,0,1.0,PASS,,YES,PASS
101000010,새벽A504,32,31,0,1.0,PASS,,YES,PASS
101900001,성동05,23,22,0,1.0,PASS,,YES,PASS
101900002,용산04,28,27,0,1.0,PASS,,YES,PASS
101900003,동작A01,12,11,0,1.0,PASS,,YES,PASS
102000001,서울07출근,9,8,0,1.0,PASS,,YES,PASS
102900001,마포01,39,38,0,1.0,PASS,,YES,PASS
102900002,용산02,36,35,0,1.0,PASS,,YES,PASS
102900003,용산01,19,18,0,1.0,PASS,,YES,PASS
102900004,용산03,32,31,0,1.0,PASS,,YES,PASS
103000001,8441,10,9,0,1.0,PASS,,YES,PASS
103000003,한강마곡,5,4,0,1.0,PASS,,YES,PASS
103000005,한강잠실,4,3,0,1.0,PASS,,YES,PASS
103900001,성동09,18,17,0,1.0,PASS,,YES,PASS
103900002,성동08,39,38,0,1.0,PASS,,YES,PASS
103900003,성동01,28,27,0,1.0,PASS,,YES,PASS
103900004,성동02,62,61,0,1.0,PASS,,YES,PASS
103900008,성동10,21,20,0,1.0,PASS,,YES,PASS
103900009,성동12,25,24,0,1.0,PASS,,YES,PASS
103900010,성동13,29,28,0,1.0,PASS,,YES,PASS
103900011,성동03-1,37,36,0,1.0,PASS,,YES,PASS
103900012,성동03-2,39,38,0,1.0,PASS,,YES,PASS
103900013,성동14,13,12,0,1.0,PASS,,YES,PASS
103900014,성동15,17,16,0,1.0,PASS,,YES,PASS
104000006,242,108,107,0,1.0,PASS,,YES,PASS
104000009,111,116,115,0,1.0,PASS,,YES,PASS
104000010,2416,88,87,0,1.0,PASS,,YES,PASS
104000011,N31,146,145,0,1.0,PASS,,YES,PASS
104000012,0411,95,94,0,1.0,PASS,,YES,PASS
104000013,3324,57,56,0,1.0,PASS,,YES,PASS
104000014,040,85,84,0,1.0,PASS,,YES,PASS
104900001,광진04,39,38,0,1.0,PASS,,YES,PASS
104900002,광진03,45,44,0,1.0,PASS,,YES,PASS
104900003,광진02,24,23,0,1.0,PASS,,YES,PASS
104900004,광진05,37,36,0,1.0,PASS,,YES,PASS
104900005,광진01,45,44,0,1.0,PASS,,YES,PASS
105900001,동대문05,36,35,0,1.0,PASS,,YES,PASS
105900002,동대문02,21,20,0,1.0,PASS,,YES,PASS
105900003,동대문01,6,5,0,1.0,PASS,,YES,PASS
105900004,성북20,37,36,0,1.0,PASS,,YES,PASS
105900005,성북21,36,35,0,1.0,PASS,,YES,PASS
105900006,동대문03,22,21,0,1.0,PASS,,YES,PASS
106000001,8221,15,14,0,1.0,PASS,,YES,PASS
106000004,01B,15,12,2,0.857143,FAIL,no connected car route from the candidate graph nodes,NO,FAIL
106000005,서울07퇴근,9,8,0,1.0,PASS,,YES,PASS
106000006,8442퇴근,15,14,0,1.0,PASS,,YES,PASS
106000007,8333,26,25,0,1.0,PASS,,YES,PASS
106900001,중랑01,18,17,0,1.0,PASS,,YES,PASS
106900002,중랑02,26,25,0,1.0,PASS,,YES,PASS
107000001,1116,30,29,0,1.0,PASS,,YES,PASS
107000002,343,69,68,0,1.0,PASS,,YES,PASS
107000003,8002,12,11,0,1.0,PASS,,YES,PASS
107000004,8003,27,26,0,1.0,PASS,,YES,PASS
107000005,9409,87,86,0,1.0,PASS,,YES,PASS
107000006,서울01출근,11,10,0,1.0,PASS,,YES,PASS
107000007,1112,62,61,0,1.0,PASS,,YES,PASS
107000008,422,116,115,0,1.0,PASS,,YES,PASS
107000009,8111,30,29,0,1.0,PASS,,YES,PASS
107000010,서울01퇴근,12,11,0,1.0,PASS,,YES,PASS
107900001,성북13,25,24,0,1.0,PASS,,YES,PASS
107900002,성북03,30,29,0,1.0,PASS,,YES,PASS
107900003,성북02,38,37,0,1.0,PASS,,YES,PASS
107900004,성북12,30,29,0,1.0,PASS,,YES,PASS
107900005,성북04,29,28,0,1.0,PASS,,YES,PASS
107900006,성북09,23,22,0,1.0,PASS,,YES,PASS
107900007,성북08,19,18,0,1.0,PASS,,YES,PASS
107900008,성북01,31,30,0,1.0,PASS,,YES,PASS
107900009,성북22,23,22,0,1.0,PASS,,YES,PASS
107900010,성북14-1,22,21,0,1.0,PASS,,YES,PASS
107900011,성북05,11,10,0,1.0,PASS,,YES,PASS
107900012,성북06,29,28,0,1.0,PASS,,YES,PASS
107900013,성북07,13,12,0,1.0,PASS,,YES,PASS
107900015,성북15,17,16,0,1.0,PASS,,YES,PASS
107900016,성북14-2,18,17,0,1.0,PASS,,YES,PASS
107900018,성북10,34,33,0,1.0,PASS,,YES,PASS
108000001,8551,24,23,0,1.0,PASS,,YES,PASS
108000002,1167,51,50,0,1.0,PASS,,YES,PASS
108900001,강북11,50,49,0,1.0,PASS,,YES,PASS
108900002,강북02,32,31,0,1.0,PASS,,YES,PASS
108900003,강북03,25,24,0,1.0,PASS,,YES,PASS
108900004,강북09,52,51,0,1.0,PASS,,YES,PASS
108900005,강북04,25,24,0,1.0,PASS,,YES,PASS
108900006,강북01,36,35,0,1.0,PASS,,YES,PASS
108900007,강북06,36,35,0,1.0,PASS,,YES,PASS
108900008,강북05,40,39,0,1.0,PASS,,YES,PASS
108900009,강북10,31,30,0,1.0,PASS,,YES,PASS
108900010,도봉02,31,30,0,1.0,PASS,,YES,PASS
108900012,강북12,17,16,0,1.0,PASS,,YES,PASS
108900013,강북08,16,15,0,1.0,PASS,,YES,PASS
108900014,서대문15,25,24,0,1.0,PASS,,YES,PASS
109000002,서울05출근,9,8,0,1.0,PASS,,YES,PASS
109000003,서울10출근,8,7,0,1.0,PASS,,YES,PASS
109000004,서울05퇴근,9,8,0,1.0,PASS,,YES,PASS
109000005,서울06퇴근,11,10,0,1.0,PASS,,YES,PASS
109000006,서울10퇴근,8,7,0,1.0,PASS,,YES,PASS
109900001,도봉01,39,38,0,1.0,PASS,,YES,PASS
109900002,도봉07,32,31,0,1.0,PASS,,YES,PASS
109900003,도봉06,28,27,0,1.0,PASS,,YES,PASS
109900004,도봉05,37,36,0,1.0,PASS,,YES,PASS
109900005,도봉09,54,53,0,1.0,PASS,,YES,PASS
109900006,도봉08,45,44,0,1.0,PASS,,YES,PASS
109900007,도봉03,20,19,0,1.0,PASS,,YES,PASS
109900008,도봉04,18,17,0,1.0,PASS,,YES,PASS
109900010,노원15,82,81,0,1.0,PASS,,YES,PASS
109900011,노원14,66,65,0,1.0,PASS,,YES,PASS
110000002,173,112,111,0,1.0,PASS,,YES,PASS
